Gene,Sample,Sample_Type,Expression
LIMA1,GSM398155,Cancer,6845.79
LIMA1,GSM398156,Normal,7165.27
LIMA1,GSM398157,Cancer,5332.75
LIMA1,GSM398158,Normal,6561.15
LIMA1,GSM398159,Cancer,5589.63
LIPA,GSM398074,Normal,1262.85
LIPA,GSM398075,Cancer,1892.67
LIPA,GSM398076,Normal,955.404
LIPA,GSM398077,Cancer,1409.85
LIPA,GSM398078,Normal,1247.54
LIPA,GSM398079,Cancer,998.966
LIPA,GSM398080,Normal,945.854
LIPA,GSM398081,Cancer,1175.39
LIPA,GSM398082,Normal,2344.94
LIPA,GSM398083,Cancer,995.037
LIPA,GSM398084,Normal,1843.82
LIPA,GSM398085,Cancer,1316.08
LIPA,GSM398086,Normal,2129.33
LIPA,GSM398087,Cancer,1280.56
LIPA,GSM398088,Normal,1436.58
LIPA,GSM398089,Cancer,2413.36
LIPA,GSM398090,Normal,1542.71
LIPA,GSM398091,Cancer,1322.46
LIPA,GSM398092,Normal,1490.15
LIPA,GSM398093,Cancer,1715.33
LIPA,GSM398094,Normal,2045.76
LIPA,GSM398095,Cancer,1704.57
LIPA,GSM398096,Normal,2448.19
LIPA,GSM398097,Cancer,1377.63
LIPA,GSM398098,Normal,1054.88
LIPA,GSM398099,Cancer,1750.15
LIPA,GSM398100,Normal,1962.41
LIPA,GSM398101,Cancer,1707.7
LIPA,GSM398102,Normal,2056.11
LIPA,GSM398103,Cancer,2346.98
LIPA,GSM398104,Normal,4379.17
LIPA,GSM398105,Cancer,1580.12
LIPA,GSM398106,Normal,3821.56
LIPA,GSM398107,Cancer,2522.0
LIPA,GSM398108,Normal,4108.69
LIPA,GSM398109,Cancer,3284.29
LIPA,GSM398110,Normal,8679.91
LIPA,GSM398111,Cancer,2887.49
LIPA,GSM398112,Normal,2157.93
LIPA,GSM398113,Cancer,1946.28
LIPA,GSM398114,Normal,3197.94
LIPA,GSM398115,Cancer,2330.11
LIPA,GSM398116,Normal,4338.75
LIPA,GSM398117,Cancer,4973.15
LIPA,GSM398118,Normal,3670.68
LIPA,GSM398119,Cancer,3419.98
LIPA,GSM398120,Normal,1529.62
LIPA,GSM398121,Cancer,832.298
LIPA,GSM398122,Normal,1559.46
LIPA,GSM398123,Cancer,1488.51
LIPA,GSM398124,Normal,2850.7
LIPA,GSM398125,Cancer,2095.74
LIPA,GSM398126,Normal,3055.01
LIPA,GSM398127,Cancer,3877.21
LIPA,GSM398128,Normal,3127.97
LIPA,GSM398129,Cancer,3397.73
LIPA,GSM398130,Normal,4164.89
LIPA,GSM398131,Cancer,4693.69
LIPA,GSM398132,Normal,2656.28
LIPA,GSM398133,Cancer,2619.19
LIPA,GSM398134,Normal,3017.21
LIPA,GSM398135,Cancer,4190.49
LIPA,GSM398136,Normal,2831.61
LIPA,GSM398137,Cancer,3931.0
LIPA,GSM398138,Normal,2553.45
LIPA,GSM398139,Cancer,2499.42
LIPA,GSM398140,Normal,2404.0
LIPA,GSM398141,Cancer,2950.07
LIPA,GSM398142,Normal,2787.29
LIPA,GSM398143,Cancer,4092.76
LIPA,GSM398144,Normal,3993.04
LIPA,GSM398145,Cancer,2561.39
LIPA,GSM398146,Normal,3394.41
LIPA,GSM398147,Cancer,3382.1
LIPA,GSM398148,Normal,3814.15
LIPA,GSM398149,Cancer,3148.86
LIPA,GSM398150,Normal,2737.82
LIPA,GSM398151,Cancer,3364.68
LIPA,GSM398152,Normal,2565.02
LIPA,GSM398153,Cancer,3434.15
LIPA,GSM398154,Normal,2173.39
LIPA,GSM398155,Cancer,2555.26
LIPA,GSM398156,Normal,3076.94
LIPA,GSM398157,Cancer,2303.99
LIPA,GSM398158,Normal,3089.93
LIPA,GSM398159,Cancer,3147.68
LMBRD1,GSM398074,Normal,1247.87
LMBRD1,GSM398075,Cancer,1735.83
LMBRD1,GSM398076,Normal,2157.03
LMBRD1,GSM398077,Cancer,2309.22
LMBRD1,GSM398078,Normal,2286.85
LMBRD1,GSM398079,Cancer,1611.79
LMBRD1,GSM398080,Normal,2176.95
LMBRD1,GSM398081,Cancer,2040.25
LMBRD1,GSM398082,Normal,2164.3
LMBRD1,GSM398083,Cancer,2224.91
LMBRD1,GSM398084,Normal,2364.05
LMBRD1,GSM398085,Cancer,2171.35
LMBRD1,GSM398086,Normal,2651.79
LMBRD1,GSM398087,Cancer,2106.2
LMBRD1,GSM398088,Normal,2121.22
LMBRD1,GSM398089,Cancer,2041.37
LMBRD1,GSM398090,Normal,1960.85
LMBRD1,GSM398091,Cancer,1807.64
LMBRD1,GSM398092,Normal,1936.09
LMBRD1,GSM398093,Cancer,1982.63
LMBRD1,GSM398094,Normal,2150.78
LMBRD1,GSM398095,Cancer,1530.13
LMBRD1,GSM398096,Normal,1613.53
LMBRD1,GSM398097,Cancer,1442.91
LMBRD1,GSM398098,Normal,1919.62
LMBRD1,GSM398099,Cancer,1665.19
LMBRD1,GSM398100,Normal,1431.4
LMBRD1,GSM398101,Cancer,1625.99
LMBRD1,GSM398102,Normal,2094.83
LMBRD1,GSM398103,Cancer,1872.47
LMBRD1,GSM398104,Normal,4576.39
LMBRD1,GSM398105,Cancer,1999.04
LMBRD1,GSM398106,Normal,3177.24
LMBRD1,GSM398107,Cancer,1773.75
LMBRD1,GSM398108,Normal,3785.95
LMBRD1,GSM398109,Cancer,1488.25
LMBRD1,GSM398110,Normal,3657.17
LMBRD1,GSM398111,Cancer,1753.28
LMBRD1,GSM398112,Normal,2821.51
LMBRD1,GSM398113,Cancer,2143.22
LMBRD1,GSM398114,Normal,3047.47
LMBRD1,GSM398115,Cancer,2192.57
LMBRD1,GSM398116,Normal,4194.3
LMBRD1,GSM398117,Cancer,3584.18
LMBRD1,GSM398118,Normal,3714.28
LMBRD1,GSM398119,Cancer,4295.92
LMBRD1,GSM398120,Normal,1697.06
LMBRD1,GSM398121,Cancer,2882.4
LMBRD1,GSM398122,Normal,1779.66
LMBRD1,GSM398123,Cancer,2074.56
LMBRD1,GSM398124,Normal,3125.9
LMBRD1,GSM398125,Cancer,2441.7
LMBRD1,GSM398126,Normal,3910.79
LMBRD1,GSM398127,Cancer,3574.88
LMBRD1,GSM398128,Normal,4497.39
LMBRD1,GSM398129,Cancer,3722.0
LMBRD1,GSM398130,Normal,5012.62
LMBRD1,GSM398131,Cancer,2974.75
LMBRD1,GSM398132,Normal,3268.26
LMBRD1,GSM398133,Cancer,3194.32
LMBRD1,GSM398134,Normal,3549.01
LMBRD1,GSM398135,Cancer,4776.96
LMBRD1,GSM398136,Normal,4777.97
LMBRD1,GSM398137,Cancer,3897.46
LMBRD1,GSM398138,Normal,4626.79
LMBRD1,GSM398139,Cancer,3828.74
LMBRD1,GSM398140,Normal,4898.73
LMBRD1,GSM398141,Cancer,3666.22
LMBRD1,GSM398142,Normal,3357.12
LMBRD1,GSM398143,Cancer,3396.58
LMBRD1,GSM398144,Normal,3848.84
LMBRD1,GSM398145,Cancer,3695.13
LMBRD1,GSM398146,Normal,4691.46
LMBRD1,GSM398147,Cancer,3666.76
LMBRD1,GSM398148,Normal,4640.42
LMBRD1,GSM398149,Cancer,3602.22
LMBRD1,GSM398150,Normal,4503.91
LMBRD1,GSM398151,Cancer,3887.93
LMBRD1,GSM398152,Normal,4126.72
LMBRD1,GSM398153,Cancer,3321.11
LMBRD1,GSM398154,Normal,4350.82
LMBRD1,GSM398155,Cancer,4292.15
LMBRD1,GSM398156,Normal,4262.5
LMBRD1,GSM398157,Cancer,4436.07
LMBRD1,GSM398158,Normal,4955.95
LMBRD1,GSM398159,Cancer,5888.65
LMO3,GSM398074,Normal,1937.24
LMO3,GSM398075,Cancer,1756.54
LMO3,GSM398076,Normal,1202.03
LMO3,GSM398077,Cancer,3502.49
LMO3,GSM398078,Normal,2225.43
LMO3,GSM398079,Cancer,4048.3
LMO3,GSM398080,Normal,1989.46
LMO3,GSM398081,Cancer,1127.99
LMO3,GSM398082,Normal,2919.15
LMO3,GSM398083,Cancer,2495.42
LMO3,GSM398084,Normal,2077.72
LMO3,GSM398085,Cancer,1166.66
LMO3,GSM398086,Normal,1787.62
LMO3,GSM398087,Cancer,1275.5
LMO3,GSM398088,Normal,3031.93
LMO3,GSM398089,Cancer,1131.87
LMO3,GSM398090,Normal,2027.71
LMO3,GSM398091,Cancer,3430.57
LMO3,GSM398092,Normal,2570.38
LMO3,GSM398093,Cancer,1195.74
LMO3,GSM398094,Normal,3007.57
LMO3,GSM398095,Cancer,1800.0
LMO3,GSM398096,Normal,2059.42
LMO3,GSM398097,Cancer,2107.92
LMO3,GSM398098,Normal,1049.48
LMO3,GSM398099,Cancer,3078.17
LMO3,GSM398100,Normal,871.376
LMO3,GSM398101,Cancer,280.865
LMO3,GSM398102,Normal,1401.86
LMO3,GSM398103,Cancer,1325.87
LMO3,GSM398104,Normal,4670.23
LMO3,GSM398105,Cancer,769.862
LMO3,GSM398106,Normal,5688.97
LMO3,GSM398107,Cancer,695.822
LMO3,GSM398108,Normal,3171.24
LMO3,GSM398109,Cancer,923.493
LMO3,GSM398110,Normal,5540.85
LMO3,GSM398111,Cancer,1249.39
LMO3,GSM398112,Normal,2080.86
LMO3,GSM398113,Cancer,1093.73
LMO3,GSM398114,Normal,2686.75
LMO3,GSM398115,Cancer,835.646
LMO3,GSM398116,Normal,1653.63
LMO3,GSM398117,Cancer,2457.37
LMO3,GSM398118,Normal,3372.14
LMO3,GSM398119,Cancer,3554.27
LMO3,GSM398120,Normal,2957.18
LMO3,GSM398121,Cancer,2683.44
LMO3,GSM398122,Normal,2110.78
LMO3,GSM398123,Cancer,1783.51
LMO3,GSM398124,Normal,3676.05
LMO3,GSM398125,Cancer,1542.62
LMO3,GSM398126,Normal,3510.52
LMO3,GSM398127,Cancer,1716.06
LMO3,GSM398128,Normal,4252.96
LMO3,GSM398129,Cancer,5531.97
LMO3,GSM398130,Normal,7732.02
LMO3,GSM398131,Cancer,2431.09
LMO3,GSM398132,Normal,6914.35
LMO3,GSM398133,Cancer,2440.58
LMO3,GSM398134,Normal,6702.4
LMO3,GSM398135,Cancer,2017.64
LMO3,GSM398136,Normal,4191.95
LMO3,GSM398137,Cancer,1514.44
LMO3,GSM398138,Normal,4520.81
LMO3,GSM398139,Cancer,2214.49
LMO3,GSM398140,Normal,3909.9
LMO3,GSM398141,Cancer,2423.26
LMO3,GSM398142,Normal,2857.59
LMO3,GSM398143,Cancer,1437.86
LMO3,GSM398144,Normal,3175.69
LMO3,GSM398145,Cancer,1636.32
LMO3,GSM398146,Normal,4331.41
LMO3,GSM398147,Cancer,1784.64
LMO3,GSM398148,Normal,4331.56
LMO3,GSM398149,Cancer,467.415
LMO3,GSM398150,Normal,3617.39
LMO3,GSM398151,Cancer,1501.06
LMO3,GSM398152,Normal,4292.98
LMO3,GSM398153,Cancer,3435.98
LMO3,GSM398154,Normal,3201.23
LMO3,GSM398155,Cancer,3210.3
LMO3,GSM398156,Normal,2983.24
LMO3,GSM398157,Cancer,3186.71
LMO3,GSM398158,Normal,4982.89
LMO3,GSM398159,Cancer,2643.42
LPL,GSM398074,Normal,1150.7259999999999
LPL,GSM398075,Cancer,1317.7365
LPL,GSM398076,Normal,1670.9759999999999
LPL,GSM398077,Cancer,558.7626
LPL,GSM398078,Normal,2694.42
LPL,GSM398079,Cancer,496.4475
LPL,GSM398080,Normal,3045.81
LPL,GSM398081,Cancer,2929.71
LPL,GSM398082,Normal,5669.01
LPL,GSM398083,Cancer,2732.4700000000003
LPL,GSM398084,Normal,4095.1900000000005
LPL,GSM398085,Cancer,619.68115
LPL,GSM398086,Normal,1340.8155000000002
LPL,GSM398087,Cancer,854.7021
LPL,GSM398088,Normal,3687.42
LPL,GSM398089,Cancer,715.0267
LPL,GSM398090,Normal,2427.3999999999996
LPL,GSM398091,Cancer,765.994
LPL,GSM398092,Normal,2918.2349999999997
LPL,GSM398093,Cancer,879.1785
LPL,GSM398094,Normal,4758.46
LPL,GSM398095,Cancer,680.2405000000001
LPL,GSM398096,Normal,3188.99
LPL,GSM398097,Cancer,487.3215
LPL,GSM398098,Normal,609.412
LPL,GSM398099,Cancer,400.6725
LPL,GSM398100,Normal,967.9025
LPL,GSM398101,Cancer,684.2031000000001
LPL,GSM398102,Normal,4977.8099999999995
LPL,GSM398103,Cancer,1177.8565
LPL,GSM398104,Normal,7946.54
LPL,GSM398105,Cancer,604.032
LPL,GSM398106,Normal,6816.485000000001
LPL,GSM398107,Cancer,890.1505
LPL,GSM398108,Normal,5678.56
LPL,GSM398109,Cancer,2791.435
LPL,GSM398110,Normal,8199.61
LPL,GSM398111,Cancer,855.3185
LPL,GSM398112,Normal,4694.469999999999
LPL,GSM398113,Cancer,2245.66
LPL,GSM398114,Normal,4863.415
LPL,GSM398115,Cancer,3264.88
LPL,GSM398116,Normal,7952.219999999999
LPL,GSM398117,Cancer,1136.9465
LPL,GSM398118,Normal,6149.0
LPL,GSM398119,Cancer,3897.3999999999996
LPL,GSM398120,Normal,3307.68
LPL,GSM398121,Cancer,1334.8795
LPL,GSM398122,Normal,2674.17
LPL,GSM398123,Cancer,569.6983
LPL,GSM398124,Normal,5625.725
LPL,GSM398125,Cancer,1672.1444999999999
LPL,GSM398126,Normal,10356.35
LPL,GSM398127,Cancer,2170.974
LPL,GSM398128,Normal,9760.349999999999
LPL,GSM398129,Cancer,889.0374999999999
LPL,GSM398130,Normal,6653.52
LPL,GSM398131,Cancer,2772.9300000000003
LPL,GSM398132,Normal,7387.93
LPL,GSM398133,Cancer,1055.196
LPL,GSM398134,Normal,5353.21
LPL,GSM398135,Cancer,2205.779
LPL,GSM398136,Normal,7607.2300000000005
LPL,GSM398137,Cancer,1946.2389999999998
LPL,GSM398138,Normal,5412.835
LPL,GSM398139,Cancer,1629.8215
LPL,GSM398140,Normal,7671.474999999999
LPL,GSM398141,Cancer,1049.165
LPL,GSM398142,Normal,6151.344999999999
LPL,GSM398143,Cancer,2842.75
LPL,GSM398144,Normal,6767.785
LPL,GSM398145,Cancer,1482.848
LPL,GSM398146,Normal,7221.599999999999
LPL,GSM398147,Cancer,4322.7
LPL,GSM398148,Normal,6070.51
LPL,GSM398149,Cancer,1120.4035
LPL,GSM398150,Normal,7634.01
LPL,GSM398151,Cancer,1494.854
LPL,GSM398152,Normal,6317.235
LPL,GSM398153,Cancer,4226.155
LPL,GSM398154,Normal,4431.21
LPL,GSM398155,Cancer,2466.006
LPL,GSM398156,Normal,8243.14
LPL,GSM398157,Cancer,1629.1795000000002
LPL,GSM398158,Normal,7099.64
LPL,GSM398159,Cancer,2588.875
LTF,GSM398074,Normal,194.07
LTF,GSM398075,Cancer,2071.44
LTF,GSM398076,Normal,96.4672
LTF,GSM398077,Cancer,712.609
LTF,GSM398078,Normal,117.489
LTF,GSM398079,Cancer,1453.49
LTF,GSM398080,Normal,123.198
LTF,GSM398081,Cancer,156.565
LTF,GSM398082,Normal,75.1391
LTF,GSM398083,Cancer,141.742
LTF,GSM398084,Normal,58.9648
LTF,GSM398085,Cancer,1091.51
LTF,GSM398086,Normal,1593.81
LTF,GSM398087,Cancer,67.5943
LTF,GSM398088,Normal,100.956
LTF,GSM398089,Cancer,1882.26
LTF,GSM398090,Normal,77.7885
LTF,GSM398091,Cancer,1443.32
LTF,GSM398092,Normal,63.41
LTF,GSM398093,Cancer,102.833
LTF,GSM398094,Normal,79.9872
LTF,GSM398095,Cancer,709.337
LTF,GSM398096,Normal,1380.61
LTF,GSM398097,Cancer,113.903
LTF,GSM398098,Normal,1954.81
LTF,GSM398099,Cancer,139.663
LTF,GSM398100,Normal,1046.3
LTF,GSM398101,Cancer,200.121
LTF,GSM398102,Normal,65.4488
LTF,GSM398103,Cancer,70.0708
LTF,GSM398104,Normal,123.725
LTF,GSM398105,Cancer,1100.98
LTF,GSM398106,Normal,142.109
LTF,GSM398107,Cancer,2722.04
LTF,GSM398108,Normal,149.368
LTF,GSM398109,Cancer,166.545
LTF,GSM398110,Normal,147.152
LTF,GSM398111,Cancer,1007.67
LTF,GSM398112,Normal,221.517
LTF,GSM398113,Cancer,1874.73
LTF,GSM398114,Normal,76.821
LTF,GSM398115,Cancer,2586.52
LTF,GSM398116,Normal,1046.88
LTF,GSM398117,Cancer,317.473
LTF,GSM398118,Normal,114.887
LTF,GSM398119,Cancer,117.627
LTF,GSM398120,Normal,85.5319
LTF,GSM398121,Cancer,151.654
LTF,GSM398122,Normal,1704.81
LTF,GSM398123,Cancer,4015.34
LTF,GSM398124,Normal,79.4283
LTF,GSM398125,Cancer,3172.83
LTF,GSM398126,Normal,79.397
LTF,GSM398127,Cancer,208.224
LTF,GSM398128,Normal,157.823
LTF,GSM398129,Cancer,325.525
LTF,GSM398130,Normal,142.969
LTF,GSM398131,Cancer,221.952
LTF,GSM398132,Normal,156.363
LTF,GSM398133,Cancer,192.444
LTF,GSM398134,Normal,115.667
LTF,GSM398135,Cancer,3567.54
LTF,GSM398136,Normal,121.68
LTF,GSM398137,Cancer,4931.4
LTF,GSM398138,Normal,122.063
LTF,GSM398139,Cancer,164.314
LTF,GSM398140,Normal,196.241
LTF,GSM398141,Cancer,207.825
LTF,GSM398142,Normal,138.22
LTF,GSM398143,Cancer,4758.66
LTF,GSM398144,Normal,106.15
LTF,GSM398145,Cancer,3676.25
LTF,GSM398146,Normal,134.675
LTF,GSM398147,Cancer,4513.59
LTF,GSM398148,Normal,140.724
LTF,GSM398149,Cancer,5244.1
LTF,GSM398150,Normal,367.667
LTF,GSM398151,Cancer,189.158
LTF,GSM398152,Normal,139.332
LTF,GSM398153,Cancer,454.818
LTF,GSM398154,Normal,251.843
LTF,GSM398155,Cancer,178.61
LTF,GSM398156,Normal,145.664
LTF,GSM398157,Cancer,448.54
LTF,GSM398158,Normal,518.2
LTF,GSM398159,Cancer,2493.91
LUM,GSM398074,Normal,832.467
LUM,GSM398075,Cancer,2166.65
LUM,GSM398076,Normal,2194.29
LUM,GSM398077,Cancer,2309.11
LUM,GSM398078,Normal,854.566
LUM,GSM398079,Cancer,1528.51
LUM,GSM398080,Normal,850.218
LUM,GSM398081,Cancer,1738.91
LUM,GSM398082,Normal,2694.9
LUM,GSM398083,Cancer,1333.31
LUM,GSM398084,Normal,1984.41
LUM,GSM398085,Cancer,1616.28
LUM,GSM398086,Normal,2706.61
LUM,GSM398087,Cancer,2602.31
LUM,GSM398088,Normal,671.871
LUM,GSM398089,Cancer,2998.03
LUM,GSM398090,Normal,614.646
LUM,GSM398091,Cancer,764.78
LUM,GSM398092,Normal,1042.25
LUM,GSM398093,Cancer,1179.24
LUM,GSM398094,Normal,618.242
LUM,GSM398095,Cancer,1969.72
LUM,GSM398096,Normal,908.151
LUM,GSM398097,Cancer,1633.1
LUM,GSM398098,Normal,660.24
LUM,GSM398099,Cancer,1117.67
LUM,GSM398100,Normal,2228.86
LUM,GSM398101,Cancer,1759.83
LUM,GSM398102,Normal,2241.52
LUM,GSM398103,Cancer,1591.35
LUM,GSM398104,Normal,2658.57
LUM,GSM398105,Cancer,3024.86
LUM,GSM398106,Normal,2367.69
LUM,GSM398107,Cancer,2361.02
LUM,GSM398108,Normal,4330.18
LUM,GSM398109,Cancer,2156.19
LUM,GSM398110,Normal,4153.33
LUM,GSM398111,Cancer,3262.28
LUM,GSM398112,Normal,2079.36
LUM,GSM398113,Cancer,2375.96
LUM,GSM398114,Normal,2359.75
LUM,GSM398115,Cancer,1874.19
LUM,GSM398116,Normal,5882.65
LUM,GSM398117,Cancer,4895.64
LUM,GSM398118,Normal,3479.56
LUM,GSM398119,Cancer,6886.88
LUM,GSM398120,Normal,2329.66
LUM,GSM398121,Cancer,1980.65
LUM,GSM398122,Normal,2104.29
LUM,GSM398123,Cancer,1726.57
LUM,GSM398124,Normal,2008.71
LUM,GSM398125,Cancer,2359.0
LUM,GSM398126,Normal,2659.36
LUM,GSM398127,Cancer,6162.35
LUM,GSM398128,Normal,2528.66
LUM,GSM398129,Cancer,6546.32
LUM,GSM398130,Normal,2053.44
LUM,GSM398131,Cancer,7163.6
LUM,GSM398132,Normal,1378.49
LUM,GSM398133,Cancer,4195.76
LUM,GSM398134,Normal,2003.04
LUM,GSM398135,Cancer,4401.37
LUM,GSM398136,Normal,2001.71
LUM,GSM398137,Cancer,7334.96
LUM,GSM398138,Normal,3855.75
LUM,GSM398139,Cancer,3859.43
LUM,GSM398140,Normal,1298.38
LUM,GSM398141,Cancer,117.307
LUM,GSM398142,Normal,3194.71
LUM,GSM398143,Cancer,3881.08
LUM,GSM398144,Normal,4436.0
LUM,GSM398145,Cancer,3073.24
LUM,GSM398146,Normal,4142.3
LUM,GSM398147,Cancer,3624.35
LUM,GSM398148,Normal,2141.53
LUM,GSM398149,Cancer,4738.78
LUM,GSM398150,Normal,4006.82
LUM,GSM398151,Cancer,2635.27
LUM,GSM398152,Normal,4073.37
LUM,GSM398153,Cancer,2953.09
LUM,GSM398154,Normal,1454.23
LUM,GSM398155,Cancer,5803.27
LUM,GSM398156,Normal,4290.07
LUM,GSM398157,Cancer,4336.64
LUM,GSM398158,Normal,2268.6
LUM,GSM398159,Cancer,3752.81
LUZP4,GSM398074,Normal,4432.5
LUZP4,GSM398075,Cancer,2173.16
LUZP4,GSM398076,Normal,526.813
LUZP4,GSM398077,Cancer,849.682
LUZP4,GSM398078,Normal,1310.91
LUZP4,GSM398079,Cancer,297.746
LUZP4,GSM398080,Normal,1370.03
LUZP4,GSM398081,Cancer,1061.11
LUZP4,GSM398082,Normal,2740.06
LUZP4,GSM398083,Cancer,1539.9
LUZP4,GSM398084,Normal,1977.36
LUZP4,GSM398085,Cancer,1934.99
LUZP4,GSM398086,Normal,2072.33
LUZP4,GSM398087,Cancer,2766.45
LUZP4,GSM398088,Normal,2452.68
LUZP4,GSM398089,Cancer,2492.37
LUZP4,GSM398090,Normal,3009.79
LUZP4,GSM398091,Cancer,271.827
LUZP4,GSM398092,Normal,1412.57
LUZP4,GSM398093,Cancer,1168.14
LUZP4,GSM398094,Normal,3193.08
LUZP4,GSM398095,Cancer,1600.02
LUZP4,GSM398096,Normal,2359.79
LUZP4,GSM398097,Cancer,3062.95
LUZP4,GSM398098,Normal,491.491
LUZP4,GSM398099,Cancer,599.959
LUZP4,GSM398100,Normal,850.902
LUZP4,GSM398101,Cancer,1542.99
LUZP4,GSM398102,Normal,1172.24
LUZP4,GSM398103,Cancer,878.017
LUZP4,GSM398104,Normal,1002.49
LUZP4,GSM398105,Cancer,840.148
LUZP4,GSM398106,Normal,1163.08
LUZP4,GSM398107,Cancer,511.999
LUZP4,GSM398108,Normal,3701.62
LUZP4,GSM398109,Cancer,1297.97
LUZP4,GSM398110,Normal,1303.68
LUZP4,GSM398111,Cancer,545.67
LUZP4,GSM398112,Normal,1410.49
LUZP4,GSM398113,Cancer,1578.11
LUZP4,GSM398114,Normal,1241.65
LUZP4,GSM398115,Cancer,1104.25
LUZP4,GSM398116,Normal,1835.93
LUZP4,GSM398117,Cancer,3424.53
LUZP4,GSM398118,Normal,3717.01
LUZP4,GSM398119,Cancer,1467.48
LUZP4,GSM398120,Normal,2310.33
LUZP4,GSM398121,Cancer,3076.83
LUZP4,GSM398122,Normal,2612.47
LUZP4,GSM398123,Cancer,1312.26
LUZP4,GSM398124,Normal,2762.36
LUZP4,GSM398125,Cancer,1771.88
LUZP4,GSM398126,Normal,2152.13
LUZP4,GSM398127,Cancer,3324.16
LUZP4,GSM398128,Normal,2718.33
LUZP4,GSM398129,Cancer,2579.76
LUZP4,GSM398130,Normal,4667.79
LUZP4,GSM398131,Cancer,1123.93
LUZP4,GSM398132,Normal,1778.11
LUZP4,GSM398133,Cancer,3909.11
LUZP4,GSM398134,Normal,1849.33
LUZP4,GSM398135,Cancer,2879.99
LUZP4,GSM398136,Normal,2017.48
LUZP4,GSM398137,Cancer,803.507
LUZP4,GSM398138,Normal,1623.84
LUZP4,GSM398139,Cancer,2220.63
LUZP4,GSM398140,Normal,2053.25
LUZP4,GSM398141,Cancer,2198.34
LUZP4,GSM398142,Normal,3688.11
LUZP4,GSM398143,Cancer,1730.39
LUZP4,GSM398144,Normal,2192.33
LUZP4,GSM398145,Cancer,3759.11
LUZP4,GSM398146,Normal,2017.75
LUZP4,GSM398147,Cancer,2604.79
LUZP4,GSM398148,Normal,1186.62
LUZP4,GSM398149,Cancer,2580.89
LUZP4,GSM398150,Normal,2904.0
LUZP4,GSM398151,Cancer,3531.64
LUZP4,GSM398152,Normal,1717.71
LUZP4,GSM398153,Cancer,4681.1
LUZP4,GSM398154,Normal,5842.94
LUZP4,GSM398155,Cancer,8682.72
LUZP4,GSM398156,Normal,2273.69
LUZP4,GSM398157,Cancer,4696.79
LUZP4,GSM398158,Normal,5194.37
LUZP4,GSM398159,Cancer,2430.86
LYPLA2,GSM398074,Normal,2170.53
LYPLA2,GSM398075,Cancer,2413.32
LYPLA2,GSM398076,Normal,3715.06
LYPLA2,GSM398077,Cancer,2523.18
LYPLA2,GSM398078,Normal,2355.23
LYPLA2,GSM398079,Cancer,2151.37
LYPLA2,GSM398080,Normal,2194.3
LYPLA2,GSM398081,Cancer,1844.94
LYPLA2,GSM398082,Normal,2107.67
LYPLA2,GSM398083,Cancer,2391.61
LYPLA2,GSM398084,Normal,1976.42
LYPLA2,GSM398085,Cancer,1856.71
LYPLA2,GSM398086,Normal,2034.36
LYPLA2,GSM398087,Cancer,2160.37
LYPLA2,GSM398088,Normal,4547.97
LYPLA2,GSM398089,Cancer,2353.09
LYPLA2,GSM398090,Normal,2337.51
LYPLA2,GSM398091,Cancer,3776.74
LYPLA2,GSM398092,Normal,4309.01
LYPLA2,GSM398093,Cancer,2245.35
LYPLA2,GSM398094,Normal,1918.57
LYPLA2,GSM398095,Cancer,2538.77
LYPLA2,GSM398096,Normal,1872.82
LYPLA2,GSM398097,Cancer,3050.87
LYPLA2,GSM398098,Normal,3362.16
LYPLA2,GSM398099,Cancer,2731.92
LYPLA2,GSM398100,Normal,2440.66
LYPLA2,GSM398101,Cancer,2259.53
LYPLA2,GSM398102,Normal,1305.64
LYPLA2,GSM398103,Cancer,2174.06
LYPLA2,GSM398104,Normal,4317.81
LYPLA2,GSM398105,Cancer,1634.76
LYPLA2,GSM398106,Normal,5465.83
LYPLA2,GSM398107,Cancer,1999.48
LYPLA2,GSM398108,Normal,3049.36
LYPLA2,GSM398109,Cancer,2266.73
LYPLA2,GSM398110,Normal,4617.77
LYPLA2,GSM398111,Cancer,1761.18
LYPLA2,GSM398112,Normal,2027.26
LYPLA2,GSM398113,Cancer,1653.66
LYPLA2,GSM398114,Normal,2517.51
LYPLA2,GSM398115,Cancer,2013.6
LYPLA2,GSM398116,Normal,4176.64
LYPLA2,GSM398117,Cancer,3694.32
LYPLA2,GSM398118,Normal,4093.01
LYPLA2,GSM398119,Cancer,3967.43
LYPLA2,GSM398120,Normal,2733.61
LYPLA2,GSM398121,Cancer,4018.82
LYPLA2,GSM398122,Normal,3182.07
LYPLA2,GSM398123,Cancer,3117.04
LYPLA2,GSM398124,Normal,2925.66
LYPLA2,GSM398125,Cancer,2581.94
LYPLA2,GSM398126,Normal,4488.67
LYPLA2,GSM398127,Cancer,4407.01
LYPLA2,GSM398128,Normal,4851.3
LYPLA2,GSM398129,Cancer,3940.4
LYPLA2,GSM398130,Normal,6271.96
LYPLA2,GSM398131,Cancer,3643.52
LYPLA2,GSM398132,Normal,5563.03
LYPLA2,GSM398133,Cancer,6104.79
LYPLA2,GSM398134,Normal,5026.16
LYPLA2,GSM398135,Cancer,4196.58
LYPLA2,GSM398136,Normal,4962.52
LYPLA2,GSM398137,Cancer,3493.43
LYPLA2,GSM398138,Normal,6159.79
LYPLA2,GSM398139,Cancer,4101.82
LYPLA2,GSM398140,Normal,3586.71
