Gene,Sample,Sample_Type,Expression
RPL7A,GSM398116,Normal,9546.06
RPL7A,GSM398117,Cancer,9553.34
RPL7A,GSM398118,Normal,6244.1
RPL7A,GSM398119,Cancer,5856.74
RPL7A,GSM398120,Normal,3864.88
RPL7A,GSM398121,Cancer,7230.11
RPL7A,GSM398122,Normal,4441.37
RPL7A,GSM398123,Cancer,3247.18
RPL7A,GSM398124,Normal,4624.75
RPL7A,GSM398125,Cancer,7703.42
RPL7A,GSM398126,Normal,7469.88
RPL7A,GSM398127,Cancer,11237.5
RPL7A,GSM398128,Normal,7469.94
RPL7A,GSM398129,Cancer,6087.48
RPL7A,GSM398130,Normal,11178.2
RPL7A,GSM398131,Cancer,7619.58
RPL7A,GSM398132,Normal,7144.33
RPL7A,GSM398133,Cancer,7217.24
RPL7A,GSM398134,Normal,6091.64
RPL7A,GSM398135,Cancer,8253.61
RPL7A,GSM398136,Normal,6691.44
RPL7A,GSM398137,Cancer,6935.54
RPL7A,GSM398138,Normal,7922.01
RPL7A,GSM398139,Cancer,9571.34
RPL7A,GSM398140,Normal,6178.56
RPL7A,GSM398141,Cancer,10103.8
RPL7A,GSM398142,Normal,8015.62
RPL7A,GSM398143,Cancer,8097.07
RPL7A,GSM398144,Normal,6118.37
RPL7A,GSM398145,Cancer,9013.56
RPL7A,GSM398146,Normal,7032.83
RPL7A,GSM398147,Cancer,8070.79
RPL7A,GSM398148,Normal,9983.13
RPL7A,GSM398149,Cancer,7915.54
RPL7A,GSM398150,Normal,9793.69
RPL7A,GSM398151,Cancer,6794.53
RPL7A,GSM398152,Normal,5788.79
RPL7A,GSM398153,Cancer,7228.51
RPL7A,GSM398154,Normal,9832.37
RPL7A,GSM398155,Cancer,10516.4
RPL7A,GSM398156,Normal,6565.51
RPL7A,GSM398157,Cancer,8628.69
RPL7A,GSM398158,Normal,10399.9
RPL7A,GSM398159,Cancer,9851.67
RPL8,GSM398074,Normal,2255.26
RPL8,GSM398075,Cancer,4621.06
RPL8,GSM398076,Normal,1529.96
RPL8,GSM398077,Cancer,2236.26
RPL8,GSM398078,Normal,2809.4
RPL8,GSM398079,Cancer,2285.21
RPL8,GSM398080,Normal,1728.96
RPL8,GSM398081,Cancer,2029.17
RPL8,GSM398082,Normal,2032.92
RPL8,GSM398083,Cancer,2470.09
RPL8,GSM398084,Normal,2827.79
RPL8,GSM398085,Cancer,2872.34
RPL8,GSM398086,Normal,3285.02
RPL8,GSM398087,Cancer,3212.73
RPL8,GSM398088,Normal,2452.47
RPL8,GSM398089,Cancer,3159.1
RPL8,GSM398090,Normal,2731.07
RPL8,GSM398091,Cancer,4561.21
RPL8,GSM398092,Normal,2728.04
RPL8,GSM398093,Cancer,5432.41
RPL8,GSM398094,Normal,2630.11
RPL8,GSM398095,Cancer,3303.34
RPL8,GSM398096,Normal,1538.68
RPL8,GSM398097,Cancer,545.935
RPL8,GSM398098,Normal,3462.85
RPL8,GSM398099,Cancer,2625.55
RPL8,GSM398100,Normal,1368.19
RPL8,GSM398101,Cancer,1664.65
RPL8,GSM398102,Normal,3974.43
RPL8,GSM398103,Cancer,5222.09
RPL8,GSM398104,Normal,3325.26
RPL8,GSM398105,Cancer,1754.15
RPL8,GSM398106,Normal,4777.71
RPL8,GSM398107,Cancer,4129.03
RPL8,GSM398108,Normal,3795.18
RPL8,GSM398109,Cancer,525.751
RPL8,GSM398110,Normal,5488.05
RPL8,GSM398111,Cancer,2414.84
RPL8,GSM398112,Normal,2104.9
RPL8,GSM398113,Cancer,3854.36
RPL8,GSM398114,Normal,1602.35
RPL8,GSM398115,Cancer,3004.36
RPL8,GSM398116,Normal,7236.57
RPL8,GSM398117,Cancer,5425.53
RPL8,GSM398118,Normal,5033.82
RPL8,GSM398119,Cancer,5128.35
RPL8,GSM398120,Normal,2977.82
RPL8,GSM398121,Cancer,3355.7
RPL8,GSM398122,Normal,3356.53
RPL8,GSM398123,Cancer,4062.07
RPL8,GSM398124,Normal,2585.66
RPL8,GSM398125,Cancer,6281.83
RPL8,GSM398126,Normal,5580.41
RPL8,GSM398127,Cancer,11515.9
RPL8,GSM398128,Normal,5464.42
RPL8,GSM398129,Cancer,6130.62
RPL8,GSM398130,Normal,5607.21
RPL8,GSM398131,Cancer,4570.27
RPL8,GSM398132,Normal,4884.14
RPL8,GSM398133,Cancer,2946.89
RPL8,GSM398134,Normal,2226.42
RPL8,GSM398135,Cancer,6179.6
RPL8,GSM398136,Normal,3094.1
RPL8,GSM398137,Cancer,5594.71
RPL8,GSM398138,Normal,4726.26
RPL8,GSM398139,Cancer,6567.69
RPL8,GSM398140,Normal,3507.86
RPL8,GSM398141,Cancer,6437.02
RPL8,GSM398142,Normal,5222.16
RPL8,GSM398143,Cancer,6410.54
RPL8,GSM398144,Normal,4760.47
RPL8,GSM398145,Cancer,8474.35
RPL8,GSM398146,Normal,6673.78
RPL8,GSM398147,Cancer,7157.95
RPL8,GSM398148,Normal,5512.68
RPL8,GSM398149,Cancer,10863.2
RPL8,GSM398150,Normal,4387.32
RPL8,GSM398151,Cancer,6505.48
RPL8,GSM398152,Normal,1831.89
RPL8,GSM398153,Cancer,5459.25
RPL8,GSM398154,Normal,2494.33
RPL8,GSM398155,Cancer,1394.25
RPL8,GSM398156,Normal,7075.03
RPL8,GSM398157,Cancer,5485.67
RPL8,GSM398158,Normal,5923.37
RPL8,GSM398159,Cancer,5292.72
RPL9,GSM398074,Normal,4260.72
RPL9,GSM398075,Cancer,8009.57
RPL9,GSM398076,Normal,2823.65
RPL9,GSM398077,Cancer,6380.43
RPL9,GSM398078,Normal,6401.86
RPL9,GSM398079,Cancer,6473.81
RPL9,GSM398080,Normal,2289.31
RPL9,GSM398081,Cancer,5628.3
RPL9,GSM398082,Normal,5982.8
RPL9,GSM398083,Cancer,3380.08
RPL9,GSM398084,Normal,4766.48
RPL9,GSM398085,Cancer,5076.19
RPL9,GSM398086,Normal,7074.69
RPL9,GSM398087,Cancer,4659.67
RPL9,GSM398088,Normal,3694.01
RPL9,GSM398089,Cancer,5545.4
RPL9,GSM398090,Normal,4075.73
RPL9,GSM398091,Cancer,7575.09
RPL9,GSM398092,Normal,2400.28
RPL9,GSM398093,Cancer,6627.38
RPL9,GSM398094,Normal,3931.56
RPL9,GSM398095,Cancer,6043.92
RPL9,GSM398096,Normal,6557.4
RPL9,GSM398097,Cancer,3622.66
RPL9,GSM398098,Normal,4629.09
RPL9,GSM398099,Cancer,2916.55
RPL9,GSM398100,Normal,3732.45
RPL9,GSM398101,Cancer,6341.7
RPL9,GSM398102,Normal,6095.83
RPL9,GSM398103,Cancer,5148.82
RPL9,GSM398104,Normal,10637.4
RPL9,GSM398105,Cancer,3656.33
RPL9,GSM398106,Normal,9673.49
RPL9,GSM398107,Cancer,4563.23
RPL9,GSM398108,Normal,10765.1
RPL9,GSM398109,Cancer,5862.67
RPL9,GSM398110,Normal,11203.3
RPL9,GSM398111,Cancer,5396.79
RPL9,GSM398112,Normal,5053.0
RPL9,GSM398113,Cancer,6823.04
RPL9,GSM398114,Normal,4494.16
RPL9,GSM398115,Cancer,5343.48
RPL9,GSM398116,Normal,13002.8
RPL9,GSM398117,Cancer,9760.78
RPL9,GSM398118,Normal,7591.7
RPL9,GSM398119,Cancer,7568.08
RPL9,GSM398120,Normal,5960.03
RPL9,GSM398121,Cancer,6133.36
RPL9,GSM398122,Normal,5919.69
RPL9,GSM398123,Cancer,5399.67
RPL9,GSM398124,Normal,5169.13
RPL9,GSM398125,Cancer,8481.97
RPL9,GSM398126,Normal,8910.0
RPL9,GSM398127,Cancer,10234.8
RPL9,GSM398128,Normal,9824.53
RPL9,GSM398129,Cancer,9017.01
RPL9,GSM398130,Normal,6502.06
RPL9,GSM398131,Cancer,9063.53
RPL9,GSM398132,Normal,6659.76
RPL9,GSM398133,Cancer,4228.17
RPL9,GSM398134,Normal,5585.0
RPL9,GSM398135,Cancer,9524.83
RPL9,GSM398136,Normal,5788.79
RPL9,GSM398137,Cancer,10068.9
RPL9,GSM398138,Normal,5208.74
RPL9,GSM398139,Cancer,7053.27
RPL9,GSM398140,Normal,7572.66
RPL9,GSM398141,Cancer,8915.41
RPL9,GSM398142,Normal,7708.22
RPL9,GSM398143,Cancer,9049.3
RPL9,GSM398144,Normal,7788.79
RPL9,GSM398145,Cancer,7699.22
RPL9,GSM398146,Normal,9633.12
RPL9,GSM398147,Cancer,10553.4
RPL9,GSM398148,Normal,5825.31
RPL9,GSM398149,Cancer,7524.25
RPL9,GSM398150,Normal,9143.79
RPL9,GSM398151,Cancer,8585.69
RPL9,GSM398152,Normal,4937.53
RPL9,GSM398153,Cancer,6584.15
RPL9,GSM398154,Normal,11552.8
RPL9,GSM398155,Cancer,6207.2
RPL9,GSM398156,Normal,10164.3
RPL9,GSM398157,Cancer,7496.06
RPL9,GSM398158,Normal,10883.8
RPL9,GSM398159,Cancer,7926.57
RPLP0,GSM398074,Normal,2244.3830000000003
RPLP0,GSM398075,Cancer,5056.938
RPLP0,GSM398076,Normal,2416.9248
RPLP0,GSM398077,Cancer,3439.454
RPLP0,GSM398078,Normal,2659.996
RPLP0,GSM398079,Cancer,3109.284
RPLP0,GSM398080,Normal,1768.6934
RPLP0,GSM398081,Cancer,2248.1459999999997
RPLP0,GSM398082,Normal,2930.432
RPLP0,GSM398083,Cancer,2344.244
RPLP0,GSM398084,Normal,2731.7079999999996
RPLP0,GSM398085,Cancer,3338.272
RPLP0,GSM398086,Normal,4346.418
RPLP0,GSM398087,Cancer,3240.3959999999997
RPLP0,GSM398088,Normal,2549.9316
RPLP0,GSM398089,Cancer,5395.604
RPLP0,GSM398090,Normal,1629.8244
RPLP0,GSM398091,Cancer,4637.09
RPLP0,GSM398092,Normal,2091.504
RPLP0,GSM398093,Cancer,4642.336
RPLP0,GSM398094,Normal,2341.2664
RPLP0,GSM398095,Cancer,4296.474
RPLP0,GSM398096,Normal,2722.5404
RPLP0,GSM398097,Cancer,1232.1864
RPLP0,GSM398098,Normal,3384.8619999999996
RPLP0,GSM398099,Cancer,2361.8559999999998
RPLP0,GSM398100,Normal,2431.17
RPLP0,GSM398101,Cancer,3185.799
RPLP0,GSM398102,Normal,3971.1580000000004
RPLP0,GSM398103,Cancer,3530.406
RPLP0,GSM398104,Normal,5771.788
RPLP0,GSM398105,Cancer,2117.0182
RPLP0,GSM398106,Normal,5359.468
RPLP0,GSM398107,Cancer,2735.696
RPLP0,GSM398108,Normal,5186.0599999999995
RPLP0,GSM398109,Cancer,1840.04358
RPLP0,GSM398110,Normal,6854.57
RPLP0,GSM398111,Cancer,3271.456
RPLP0,GSM398112,Normal,3576.41
RPLP0,GSM398113,Cancer,5080.99
RPLP0,GSM398114,Normal,3149.52
RPLP0,GSM398115,Cancer,3719.8160000000003
RPLP0,GSM398116,Normal,8556.634
RPLP0,GSM398117,Cancer,6277.588
RPLP0,GSM398118,Normal,5351.692
RPLP0,GSM398119,Cancer,6465.83
RPLP0,GSM398120,Normal,3704.686
RPLP0,GSM398121,Cancer,3565.8599999999997
RPLP0,GSM398122,Normal,3741.046
RPLP0,GSM398123,Cancer,3345.0919999999996
RPLP0,GSM398124,Normal,3609.0559999999996
RPLP0,GSM398125,Cancer,6929.108
RPLP0,GSM398126,Normal,6976.092
RPLP0,GSM398127,Cancer,8713.878
RPLP0,GSM398128,Normal,6072.352000000001
RPLP0,GSM398129,Cancer,7187.978
RPLP0,GSM398130,Normal,4242.36
RPLP0,GSM398131,Cancer,6995.5419999999995
RPLP0,GSM398132,Normal,3699.6666000000005
RPLP0,GSM398133,Cancer,4092.6086000000005
RPLP0,GSM398134,Normal,3198.8478
RPLP0,GSM398135,Cancer,7224.890000000001
RPLP0,GSM398136,Normal,5466.4580000000005
RPLP0,GSM398137,Cancer,7327.482000000001
RPLP0,GSM398138,Normal,5049.222
RPLP0,GSM398139,Cancer,5446.116
RPLP0,GSM398140,Normal,5622.022
RPLP0,GSM398141,Cancer,7312.444
RPLP0,GSM398142,Normal,6040.896
RPLP0,GSM398143,Cancer,6617.654
RPLP0,GSM398144,Normal,4725.4800000000005
RPLP0,GSM398145,Cancer,6584.5
RPLP0,GSM398146,Normal,6489.322
RPLP0,GSM398147,Cancer,7395.710000000001
RPLP0,GSM398148,Normal,5694.138
RPLP0,GSM398149,Cancer,6443.916
RPLP0,GSM398150,Normal,6031.07
RPLP0,GSM398151,Cancer,6255.032
RPLP0,GSM398152,Normal,5495.038
RPLP0,GSM398153,Cancer,4311.01
RPLP0,GSM398154,Normal,2510.5472
RPLP0,GSM398155,Cancer,4313.71
RPLP0,GSM398156,Normal,6859.726
RPLP0,GSM398157,Cancer,6950.694
RPLP0,GSM398158,Normal,6207.888
RPLP0,GSM398159,Cancer,6969.9220000000005
RPLP1,GSM398074,Normal,3685.97
RPLP1,GSM398075,Cancer,6499.33
RPLP1,GSM398076,Normal,3291.17
RPLP1,GSM398077,Cancer,4655.17
RPLP1,GSM398078,Normal,3714.75
RPLP1,GSM398079,Cancer,4701.86
RPLP1,GSM398080,Normal,2620.43
RPLP1,GSM398081,Cancer,3454.21
RPLP1,GSM398082,Normal,3913.12
RPLP1,GSM398083,Cancer,3568.02
RPLP1,GSM398084,Normal,3331.71
RPLP1,GSM398085,Cancer,3568.47
RPLP1,GSM398086,Normal,5250.72
RPLP1,GSM398087,Cancer,4504.82
RPLP1,GSM398088,Normal,3416.94
RPLP1,GSM398089,Cancer,5594.84
RPLP1,GSM398090,Normal,2632.38
RPLP1,GSM398091,Cancer,4242.97
RPLP1,GSM398092,Normal,2623.18
RPLP1,GSM398093,Cancer,4618.41
RPLP1,GSM398094,Normal,2908.09
RPLP1,GSM398095,Cancer,4153.78
RPLP1,GSM398096,Normal,3183.43
RPLP1,GSM398097,Cancer,2319.4
RPLP1,GSM398098,Normal,4342.61
RPLP1,GSM398099,Cancer,2903.63
RPLP1,GSM398100,Normal,3849.99
RPLP1,GSM398101,Cancer,4024.14
RPLP1,GSM398102,Normal,4532.28
RPLP1,GSM398103,Cancer,3545.31
RPLP1,GSM398104,Normal,7383.49
RPLP1,GSM398105,Cancer,4041.81
RPLP1,GSM398106,Normal,8609.13
RPLP1,GSM398107,Cancer,3143.27
RPLP1,GSM398108,Normal,8011.12
RPLP1,GSM398109,Cancer,3478.29
RPLP1,GSM398110,Normal,9482.71
RPLP1,GSM398111,Cancer,4865.74
RPLP1,GSM398112,Normal,3915.98
RPLP1,GSM398113,Cancer,5791.95
RPLP1,GSM398114,Normal,3127.34
RPLP1,GSM398115,Cancer,4593.34
RPLP1,GSM398116,Normal,9638.88
RPLP1,GSM398117,Cancer,7844.13
RPLP1,GSM398118,Normal,7169.84
RPLP1,GSM398119,Cancer,6711.88
RPLP1,GSM398120,Normal,4171.61
RPLP1,GSM398121,Cancer,4580.79
RPLP1,GSM398122,Normal,4182.73
RPLP1,GSM398123,Cancer,3897.13
RPLP1,GSM398124,Normal,4726.73
RPLP1,GSM398125,Cancer,8134.72
RPLP1,GSM398126,Normal,8157.02
RPLP1,GSM398127,Cancer,7840.62
RPLP1,GSM398128,Normal,6559.47
RPLP1,GSM398129,Cancer,7143.07
RPLP1,GSM398130,Normal,6086.53
RPLP1,GSM398131,Cancer,9086.15
RPLP1,GSM398132,Normal,5000.94
RPLP1,GSM398133,Cancer,5712.67
RPLP1,GSM398134,Normal,4980.49
RPLP1,GSM398135,Cancer,9482.82
RPLP1,GSM398136,Normal,5607.01
RPLP1,GSM398137,Cancer,9550.49
RPLP1,GSM398138,Normal,5321.57
RPLP1,GSM398139,Cancer,7006.67
RPLP1,GSM398140,Normal,6831.14
RPLP1,GSM398141,Cancer,7859.06
RPLP1,GSM398142,Normal,7310.76
RPLP1,GSM398143,Cancer,8891.03
RPLP1,GSM398144,Normal,7065.2
RPLP1,GSM398145,Cancer,7938.65
RPLP1,GSM398146,Normal,7725.29
RPLP1,GSM398147,Cancer,9070.86
RPLP1,GSM398148,Normal,6401.27
RPLP1,GSM398149,Cancer,6969.76
RPLP1,GSM398150,Normal,6811.51
RPLP1,GSM398151,Cancer,8209.38
RPLP1,GSM398152,Normal,6341.03
RPLP1,GSM398153,Cancer,6310.06
RPLP1,GSM398154,Normal,7803.93
RPLP1,GSM398155,Cancer,6534.35
RPLP1,GSM398156,Normal,7338.66
RPLP1,GSM398157,Cancer,7229.61
RPLP1,GSM398158,Normal,6374.24
RPLP1,GSM398159,Cancer,7072.72
RPLP2,GSM398074,Normal,1118.29
RPLP2,GSM398075,Cancer,2034.29
RPLP2,GSM398076,Normal,1147.07
RPLP2,GSM398077,Cancer,1364.16
RPLP2,GSM398078,Normal,1879.87
RPLP2,GSM398079,Cancer,1424.74
RPLP2,GSM398080,Normal,1467.7
RPLP2,GSM398081,Cancer,1301.5
RPLP2,GSM398082,Normal,1307.39
RPLP2,GSM398083,Cancer,1404.34
RPLP2,GSM398084,Normal,1786.79
RPLP2,GSM398085,Cancer,1476.13
RPLP2,GSM398086,Normal,1588.61
RPLP2,GSM398087,Cancer,1299.62
RPLP2,GSM398088,Normal,2375.34
RPLP2,GSM398089,Cancer,1258.76
RPLP2,GSM398090,Normal,1274.62
RPLP2,GSM398091,Cancer,1340.97
RPLP2,GSM398092,Normal,2335.84
RPLP2,GSM398093,Cancer,1600.7
RPLP2,GSM398094,Normal,1682.39
RPLP2,GSM398095,Cancer,1159.25
RPLP2,GSM398096,Normal,747.991
RPLP2,GSM398097,Cancer,629.498
RPLP2,GSM398098,Normal,1466.01
RPLP2,GSM398099,Cancer,1142.15
RPLP2,GSM398100,Normal,1098.45
RPLP2,GSM398101,Cancer,859.101
RPLP2,GSM398102,Normal,2027.96
RPLP2,GSM398103,Cancer,1399.85
RPLP2,GSM398104,Normal,3555.45
RPLP2,GSM398105,Cancer,1015.48
RPLP2,GSM398106,Normal,3063.18
RPLP2,GSM398107,Cancer,905.243
RPLP2,GSM398108,Normal,2261.23
RPLP2,GSM398109,Cancer,839.578
RPLP2,GSM398110,Normal,6950.21
RPLP2,GSM398111,Cancer,1092.54
RPLP2,GSM398112,Normal,1875.41
RPLP2,GSM398113,Cancer,1802.39
RPLP2,GSM398114,Normal,1109.85
RPLP2,GSM398115,Cancer,1192.82
RPLP2,GSM398116,Normal,4157.79
RPLP2,GSM398117,Cancer,2449.7
RPLP2,GSM398118,Normal,2235.45
RPLP2,GSM398119,Cancer,2446.95
RPLP2,GSM398120,Normal,1769.86
RPLP2,GSM398121,Cancer,1720.57
RPLP2,GSM398122,Normal,2156.12
RPLP2,GSM398123,Cancer,1384.29
RPLP2,GSM398124,Normal,2338.63
RPLP2,GSM398125,Cancer,2606.17
RPLP2,GSM398126,Normal,3865.53
RPLP2,GSM398127,Cancer,3471.75
RPLP2,GSM398128,Normal,3094.2
RPLP2,GSM398129,Cancer,1850.02
RPLP2,GSM398130,Normal,2345.38
RPLP2,GSM398131,Cancer,1703.08
RPLP2,GSM398132,Normal,2325.41
RPLP2,GSM398133,Cancer,2005.0
RPLP2,GSM398134,Normal,2414.8
RPLP2,GSM398135,Cancer,2911.24
RPLP2,GSM398136,Normal,3642.34
RPLP2,GSM398137,Cancer,3057.96
RPLP2,GSM398138,Normal,3107.26
RPLP2,GSM398139,Cancer,2384.81
RPLP2,GSM398140,Normal,4111.59
RPLP2,GSM398141,Cancer,3850.54
RPLP2,GSM398142,Normal,4938.31
RPLP2,GSM398143,Cancer,3841.67
RPLP2,GSM398144,Normal,4520.67
RPLP2,GSM398145,Cancer,2456.97
RPLP2,GSM398146,Normal,5698.56
RPLP2,GSM398147,Cancer,4164.52
RPLP2,GSM398148,Normal,2664.77
RPLP2,GSM398149,Cancer,3632.17
RPLP2,GSM398150,Normal,3350.98
RPLP2,GSM398151,Cancer,2761.41
RPLP2,GSM398152,Normal,3227.99
RPLP2,GSM398153,Cancer,2896.53
RPLP2,GSM398154,Normal,1882.75
RPLP2,GSM398155,Cancer,1027.37
RPLP2,GSM398156,Normal,2900.67
RPLP2,GSM398157,Cancer,3935.79
RPLP2,GSM398158,Normal,3772.9
RPLP2,GSM398159,Cancer,3284.54
RPN2,GSM398074,Normal,447.9545
RPN2,GSM398075,Cancer,925.9259999999999
RPN2,GSM398076,Normal,653.4454999999999
RPN2,GSM398077,Cancer,2268.695
RPN2,GSM398078,Normal,1079.371
RPN2,GSM398079,Cancer,2438.26
RPN2,GSM398080,Normal,556.624
RPN2,GSM398081,Cancer,954.9514999999999
RPN2,GSM398082,Normal,1467.67
RPN2,GSM398083,Cancer,735.7394999999999
RPN2,GSM398084,Normal,1205.49
RPN2,GSM398085,Cancer,1182.4344999999998
RPN2,GSM398086,Normal,1392.3249999999998
RPN2,GSM398087,Cancer,2781.8
RPN2,GSM398088,Normal,701.89
RPN2,GSM398089,Cancer,2453.3900000000003
RPN2,GSM398090,Normal,444.6885
RPN2,GSM398091,Cancer,732.6625
RPN2,GSM398092,Normal,522.3279
RPN2,GSM398093,Cancer,1493.0700000000002
RPN2,GSM398094,Normal,681.9925000000001
RPN2,GSM398095,Cancer,1747.2649999999999
RPN2,GSM398096,Normal,1771.06
RPN2,GSM398097,Cancer,715.8855000000001
RPN2,GSM398098,Normal,529.2788
RPN2,GSM398099,Cancer,1505.6999999999998
RPN2,GSM398100,Normal,854.0295
RPN2,GSM398101,Cancer,2046.085
RPN2,GSM398102,Normal,1787.92
RPN2,GSM398103,Cancer,897.2930000000001
RPN2,GSM398104,Normal,2327.725
RPN2,GSM398105,Cancer,2096.985
RPN2,GSM398106,Normal,2650.3
RPN2,GSM398107,Cancer,2722.185
RPN2,GSM398108,Normal,2307.75
RPN2,GSM398109,Cancer,1082.355
RPN2,GSM398110,Normal,2845.505
RPN2,GSM398111,Cancer,1436.845
RPN2,GSM398112,Normal,1063.1860000000001
RPN2,GSM398113,Cancer,1886.79
RPN2,GSM398114,Normal,931.011
RPN2,GSM398115,Cancer,1668.755
RPN2,GSM398116,Normal,3432.335
RPN2,GSM398117,Cancer,4977.04
RPN2,GSM398118,Normal,2750.6800000000003
RPN2,GSM398119,Cancer,3504.635
RPN2,GSM398120,Normal,2371.9449999999997
RPN2,GSM398121,Cancer,1580.725
RPN2,GSM398122,Normal,1882.5900000000001
RPN2,GSM398123,Cancer,2532.55
RPN2,GSM398124,Normal,2264.035
RPN2,GSM398125,Cancer,2156.71
RPN2,GSM398126,Normal,2255.21
RPN2,GSM398127,Cancer,4020.43
RPN2,GSM398128,Normal,2023.0299999999997
RPN2,GSM398129,Cancer,3980.09
RPN2,GSM398130,Normal,1010.0640000000001
RPN2,GSM398131,Cancer,3042.51
RPN2,GSM398132,Normal,1166.747
RPN2,GSM398133,Cancer,2342.61
RPN2,GSM398134,Normal,2090.95
RPN2,GSM398135,Cancer,2306.415
RPN2,GSM398136,Normal,2073.865
RPN2,GSM398137,Cancer,3130.885
RPN2,GSM398138,Normal,2040.3
RPN2,GSM398139,Cancer,3426.17
RPN2,GSM398140,Normal,2568.93
RPN2,GSM398141,Cancer,4027.805
RPN2,GSM398142,Normal,3006.7200000000003
RPN2,GSM398143,Cancer,3616.355
RPN2,GSM398144,Normal,2916.685
RPN2,GSM398145,Cancer,4224.945
RPN2,GSM398146,Normal,2335.735
RPN2,GSM398147,Cancer,3138.775
RPN2,GSM398148,Normal,2376.855
RPN2,GSM398149,Cancer,4487.355
RPN2,GSM398150,Normal,2198.335
RPN2,GSM398151,Cancer,4044.055
RPN2,GSM398152,Normal,2647.46
RPN2,GSM398153,Cancer,1740.4650000000001
RPN2,GSM398154,Normal,531.9485
RPN2,GSM398155,Cancer,464.909
RPN2,GSM398156,Normal,2163.0299999999997
RPN2,GSM398157,Cancer,3602.96
RPN2,GSM398158,Normal,647.4736
RPN2,GSM398159,Cancer,3564.295
RPS10,GSM398074,Normal,4035.0733333333337
RPS10,GSM398075,Cancer,7579.373333333334
RPS10,GSM398076,Normal,3071.69
RPS10,GSM398077,Cancer,4675.59
RPS10,GSM398078,Normal,4647.72
RPS10,GSM398079,Cancer,4757.553333333333
RPS10,GSM398080,Normal,3082.15
RPS10,GSM398081,Cancer,3719.2966666666666
RPS10,GSM398082,Normal,4944.87
RPS10,GSM398083,Cancer,5087.206666666666
RPS10,GSM398084,Normal,3947.6433333333334
RPS10,GSM398085,Cancer,4680.383333333334
RPS10,GSM398086,Normal,5965.096666666667
RPS10,GSM398087,Cancer,5119.78
RPS10,GSM398088,Normal,3833.0066666666667
RPS10,GSM398089,Cancer,7246.32
RPS10,GSM398090,Normal,2823.4500000000003
RPS10,GSM398091,Cancer,7246.72
RPS10,GSM398092,Normal,3338.6233333333334
RPS10,GSM398093,Cancer,7467.43
RPS10,GSM398094,Normal,4165.37
RPS10,GSM398095,Cancer,5995.7733333333335
RPS10,GSM398096,Normal,3105.27
RPS10,GSM398097,Cancer,2997.6
RPS10,GSM398098,Normal,4355.803333333333
RPS10,GSM398099,Cancer,3454.056666666667
RPS10,GSM398100,Normal,3537.6800000000003
RPS10,GSM398101,Cancer,4514.803333333333
RPS10,GSM398102,Normal,5752.1466666666665
RPS10,GSM398103,Cancer,6338.203333333334
RPS10,GSM398104,Normal,9341.13
RPS10,GSM398105,Cancer,3177.816666666667
RPS10,GSM398106,Normal,10319.75
RPS10,GSM398107,Cancer,4684.496666666667
RPS10,GSM398108,Normal,8944.243333333334
RPS10,GSM398109,Cancer,2382.35
RPS10,GSM398110,Normal,10950.233333333332
RPS10,GSM398111,Cancer,4898.2
RPS10,GSM398112,Normal,5011.7699999999995
RPS10,GSM398113,Cancer,6341.55
RPS10,GSM398114,Normal,3786.3433333333337
RPS10,GSM398115,Cancer,4784.57
RPS10,GSM398116,Normal,12969.266666666668
RPS10,GSM398117,Cancer,9711.6
RPS10,GSM398118,Normal,6662.666666666667
RPS10,GSM398119,Cancer,7367.866666666666
RPS10,GSM398120,Normal,5515.796666666666
RPS10,GSM398121,Cancer,8185.283333333333
RPS10,GSM398122,Normal,6341.496666666666
RPS10,GSM398123,Cancer,6183.600000000001
RPS10,GSM398124,Normal,4500.626666666667
RPS10,GSM398125,Cancer,7835.153333333333
RPS10,GSM398126,Normal,8305.613333333333
RPS10,GSM398127,Cancer,11303.6
RPS10,GSM398128,Normal,7851.6466666666665
RPS10,GSM398129,Cancer,10026.273333333333
RPS10,GSM398130,Normal,5447.446666666667
RPS10,GSM398131,Cancer,9465.75
RPS10,GSM398132,Normal,7373.55
RPS10,GSM398133,Cancer,6982.803333333333
RPS10,GSM398134,Normal,6002.88
RPS10,GSM398135,Cancer,10678.766666666666
RPS10,GSM398136,Normal,6782.5
RPS10,GSM398137,Cancer,11001.233333333332
RPS10,GSM398138,Normal,7735.71
RPS10,GSM398139,Cancer,8820.713333333333
RPS10,GSM398140,Normal,8611.486666666666
RPS10,GSM398141,Cancer,11713.5
RPS10,GSM398142,Normal,9310.093333333332
RPS10,GSM398143,Cancer,9974.5
RPS10,GSM398144,Normal,7182.623333333334
RPS10,GSM398145,Cancer,9934.013333333334
RPS10,GSM398146,Normal,9638.196666666667
RPS10,GSM398147,Cancer,10695.733333333332
RPS10,GSM398148,Normal,8466.446666666667
RPS10,GSM398149,Cancer,11962.366666666667
RPS10,GSM398150,Normal,9288.37
RPS10,GSM398151,Cancer,10184.933333333332
RPS10,GSM398152,Normal,5533.8
RPS10,GSM398153,Cancer,5775.889999999999
RPS10,GSM398154,Normal,6294.883333333334
RPS10,GSM398155,Cancer,3609.693333333333
RPS10,GSM398156,Normal,8520.503333333334
RPS10,GSM398157,Cancer,8833.609999999999
RPS10,GSM398158,Normal,7606.97
RPS10,GSM398159,Cancer,9408.693333333335
RPS12,GSM398074,Normal,3281.73
RPS12,GSM398075,Cancer,4197.15
RPS12,GSM398076,Normal,2617.15
RPS12,GSM398077,Cancer,3805.85
